User id,Autor username,Autor displayname,Autor location,Fecha Creacion,Link,Verified,Followers,Following,Tweets
33936362,Politica_ln,LA NACION Política,Argentina,2009-04-21 15:26:47+00:00,https://twitter.com/Politica_ln,False,210403,121,77800
1384905072572878856,Economia_TN,TN Economía,Argentina,2021-04-21 16:22:05+00:00,https://twitter.com/Economia_TN,False,17096,7,13094
372433285,tnLaViola,TN La Viola,Argentina,2011-09-12 19:26:30+00:00,https://twitter.com/tnLaViola,False,189586,376,32319
44623555,TNTecno,TN Tecno,,2009-06-04 14:11:23+00:00,https://twitter.com/TNTecno,False,159086,10,22743
415613156,TNFamosos,TN Show,,2011-11-18 15:33:52+00:00,https://twitter.com/TNFamosos,False,228954,1236,63778
37831835,tndeportivo,TN Deportivo,Argentina,2009-05-05 02:18:48+00:00,https://twitter.com/tndeportivo,False,422032,241,45916
172717529,PersonajesTV,LA NACION Espectáculos,"Buenos Aires, Argentina",2010-07-30 12:20:52+00:00,https://twitter.com/PersonajesTV,False,66468,1468,96388
81430069,DeportesLN,LA NACION Deportes,La Nación,2009-10-10 20:01:09+00:00,https://twitter.com/DeportesLN,False,750239,245,148155
16738961,LNTecnologia,LA NACION Tecnología,"Buenos Aires, Argentina",2008-10-14 14:52:59+00:00,https://twitter.com/LNTecnologia,False,397458,8,34436
86306654,LNeconomia,La Nación - Economía,Buenos Aires,2009-10-30 13:00:12+00:00,https://twitter.com/LNeconomia,False,50154,212,18478
607311329,PoliticaClarin,Clarín Política,Argentina,2012-06-13 15:39:30+00:00,https://twitter.com/PoliticaClarin,False,53499,23,71921
148800843,Los40ar,LOS40 Argentina,Argentina,2010-05-27 16:49:40+00:00,https://twitter.com/Los40ar,False,365202,20,168883
8973622,infobaeeconomia,Infobae Economía,,2007-09-19 13:19:32+00:00,https://twitter.com/infobaeeconomia,False,36447,0,77688
8973802,infobaepolitica,Infobae Política,,2007-09-19 13:28:08+00:00,https://twitter.com/infobaepolitica,False,43823,1,86929
181250955,infobaedeportes,Infobae Deportes,"Buenos Aires, Argentina",2010-08-21 18:14:01+00:00,https://twitter.com/infobaedeportes,False,112281,1932,342669
16550433,ciudad_magazine,Ciudad Magazine,"Buenos Aires, Argentina",2008-10-01 21:08:43+00:00,https://twitter.com/ciudad_magazine,False,979652,14050,187388
41166484,abc_tecnologia,Tecnología,,2009-05-19 17:47:33+00:00,https://twitter.com/abc_tecnologia,False,436576,2327,36335
119332466,CINEMANIA_ES,CINEMANIA_ES,España,2010-03-03 09:42:21+00:00,https://twitter.com/CINEMANIA_ES,False,435822,2852,159117
19913847,fotogramas_es,Fotogramas - Cine,España,2009-02-02 16:12:51+00:00,https://twitter.com/fotogramas_es,False,624976,2782,171803
54179670,elpais_economia,EL PAÍS Economía,,2009-07-06 11:24:23+00:00,https://twitter.com/elpais_economia,False,214999,410,51425
54566119,elpais_deportes,EL PAÍS Deportes,Madrid,2009-07-07 14:43:52+00:00,https://twitter.com/elpais_deportes,False,646127,431,114901
106769240,elpais_tec,EL PAÍS Tecnología,Madrid,2010-01-20 16:52:21+00:00,https://twitter.com/elpais_tec,False,1121082,129,27345
1105569649587113984,TNConBienestar,TNConBienestar,Argentina,2019-03-12 20:41:59+00:00,https://twitter.com/TNConBienestar,False,16975,9,11377
2506730629,elpais_salud,EL PAÍS Salud y Bienestar,Madrid,2014-05-19 07:37:37+00:00,https://twitter.com/elpais_salud,False,37009,226,3719
8974082,teleshowcom,TeleShow,,2007-09-19 13:44:35+00:00,https://twitter.com/teleshowcom,False,383690,1577,202104
468605470,elpais_arte,EL PAÍS Arte,,2012-01-19 18:26:43+00:00,https://twitter.com/elpais_arte,False,6268,350,1192
54961149,elpais_cultura,El País Cultura,,2009-07-08 17:19:47+00:00,https://twitter.com/elpais_cultura,False,596039,619,80680
721102537,SaludeBienestar,Salud y Bienestar,,2012-07-27 23:42:55+00:00,https://twitter.com/SaludeBienestar,False,13381,38,6078
